Label	x	y	claim	perspective	opposite_perspective
0	0	0	Islamic State/Daesh is the most significant threat to the west	There are more important threats to focus on	There are not more important threats to focus on
0	0	0	Islamic State/Daesh is the most significant threat to the west	The west is insulated by distance from Daesh	The west is not insulated by distance from Daesh
1	0	0	All countries should have the right to pursue a nuclear defence	Small countries would be able to pursue their independence without having to rely on larger countries.	Small countries would not be able to pursue their independence without having to rely on larger countries.
1	0	0	All countries should have the right to pursue a nuclear defence	Disarmament would actually cause increased insecurity among nations, it is near impossible to guarantee that a nation has disarmed.	Disarmament would not actually cause increased insecurity among nations, it is near impossible to guarantee that a nation has disarmed.
1	0	0	All countries should have the right to pursue a nuclear defence	Small countries would no longer need the protection of larger ones, so could become more politically independent.	Small countries would not no longer need the protection of larger ones, so could become more politically independent.
1	0	0	All countries should have the right to pursue a nuclear defence	Disarmament would actually cause increased insecurity among nations, you can never really know for sure whether they have disarmed.	Disarmament would not actually cause increased insecurity among nations, you can never really know for sure whether they have disarmed.
1	0	0	All countries should have the right to pursue a nuclear defence	Disarmament would actually cause increased insecurity among nations, as there can never be any guarantee that a nation has disarmed	Disarmament would not actually cause increased insecurity among nations, as there can never be any guarantee that a nation has disarmed
1	0	0	All countries should have the right to pursue a nuclear defence	Thus the super power model will be broken and small countries will be finally given the chance to have political independence without the need of protection from a ‘big brother’.	Thus the super power model will not be broken and small countries will be finally given the chance to have political independence without the need of protection from a ‘big brother’.
1	0	0	All countries should have the right to pursue a nuclear defence	All the people worldwide have the same rights and are equal to one another. 	All the people worldwide don't have the same rights and are equal to one another.
1	0	0	All countries should have the right to pursue a nuclear defence	The pursuit of nuclear defence (respectively the possession of nuclear weapons) by more countries is a guarantee for peace. 	The pursuit of nuclear defence (respectively the possession of nuclear weapons) by less countries is a guarantee for peace.
0	0	0	All countries should have the right to pursue a nuclear defence	Humanitarian missions would not be possible in states that have nuclear weapons.	Humanitarian missions would be possible in states that have nuclear weapons.
0	0	0	All countries should have the right to pursue a nuclear defence	It is very difficult to intercede in humanitarian crises in states wherein nuclear weapons are present.	It is not very difficult to intercede in humanitarian crises in states wherein nuclear weapons are present.
0	0	0	All countries should have the right to pursue a nuclear defence	The threat of a state developing nuclear weapons could instigate pre-emptive strikes from its neighbours and rivals to prevent the acquisition of such weapons	The threat of a state developing nuclear weapons could not instigate pre-emptive strikes from its neighbours and rivals to prevent the acquisition of such weapons
0	0	0	All countries should have the right to pursue a nuclear defence	Other countries could strike against those developing nuclear weapons to protect themselves.	Other countries could not strike against those developing nuclear weapons to protect themselves.
0	0	0	All countries should have the right to pursue a nuclear defence	To keep other countries from obtaining a nuclear arsenal, other nations may pre-emptively strike.	 Not to keep other countries from obtaining a nuclear arsenal, other nations may pre-emptively strike.
0	0	0	All countries should have the right to pursue a nuclear defence	The intention of a state to develop nuclear weapons may incite military attacks by enemies and by other supporting countries.	The intention of a state not to develop nuclear weapons may incite military attacks by enemies and by other supporting countries.
1	0	0	All countries should have the right to pursue a nuclear defence	Public acknowledgement of the right to nuclear deterrence will benefit the public regulation of nuclear weapons generally	Public acknowledgement of the right not to nuclear deterrence will benefit the public regulation of nuclear weapons generally
1	0	0	All countries should have the right to pursue a nuclear defence	Countries with nuclear weapons have the ability to set their own agenda.	Countries with nuclear weapons don't have the ability to set their own agenda.
1	0	0	All countries should have the right to pursue a nuclear defence	States with nuclear weapons are afforded more authority to set agendas at international levels.	States with nuclear weapons are not afforded more authority to set agendas at international levels.
1	0	0	All countries should have the right to pursue a nuclear defence	All countries have a right to defend themselves with nuclear weapons, even when they lack the capacity in conventional weapons	All countries don't have a right to defend themselves with nuclear weapons, even when they lack the capacity in conventional weapons
1	0	0	All countries should have the right to pursue a nuclear defence	All states have a right to nuclear self-defense.	All states don't have a right to nuclear self-defense.
1	0	0	All countries should have the right to pursue a nuclear defence	To use  nuclear weapons in defense of the nation is lawful for all countries.	 Not to use  nuclear weapons in defense of the nation is lawful for all countries.
1	0	0	All countries should have the right to pursue a nuclear defence	countries have to right to self defense with nuclear weapons, even when they lack capacity in conventional weapon	countries don't have to right to self defense with nuclear weapons, even when they lack capacity in conventional weapon
1	0	0	All countries should have the right to pursue a nuclear defence	all countries are entitled to self defense with nuclear weapons, even when they do not have the capacity to carry conventional weapons	all countries are entitled to self defense with nuclear weapons, even when they do have the capacity to carry conventional weapons
0	0	0	All countries should have the right to pursue a nuclear defence	Possessing nuclear weapons will be counter to the peaceful interests of states	Possessing nuclear weapons will not be counter to the peaceful interests of states
0	0	0	All countries should have the right to pursue a nuclear defence	Nuclear weapons can fall into the wrong hands.	Nuclear weapons can not fall into the wrong hands.
0	0	0	All countries should have the right to pursue a nuclear defence	It's conceivable that the wrong people will have the weapons.	It's conceivable that the wrong people will not have the weapons.
0	0	0	All countries should have the right to pursue a nuclear defence	The nukes can end up being used against us.	The nukes can not end up being used against us.
0	0	0	All countries should have the right to pursue a nuclear defence	Terrorists will steal nuclear weapons from poorly guarded arsenals	Terrorists will not steal nuclear weapons from poorly guarded arsenals
0	0	0	All countries should have the right to pursue a nuclear defence	[Iran specific] Iran has threatened to destroy Israel	[Iran specific] Iran doesn't have threatened to destroy Israel
0	0	0	All countries should have the right to pursue a nuclear defence	Iran has Israel targeted.	Iran doesn't have Israel targeted.
1	0	0	All countries should have the right to pursue a nuclear defence	No country has an inherent right to invade or use aggression against another.	No country doesn't have an inherent right to invade or use aggression against another.
0	0	0	All countries should have the right to pursue a nuclear defence	The United States has an obligation to protect international stability due to its unique military strength.	The United States doesn't have an obligation to protect international stability due to its unique military strength.
0	0	0	All countries should have the right to pursue a nuclear defence	The US must protect the international community.	The US must not protect the international community.
0	0	0	All countries should have the right to pursue a nuclear defence	The US military is needed to ensure peace.	The US military is not needed to ensure peace.
0	0	0	All countries should have the right to pursue a nuclear defence	[Iran specific] Others, particularly Israel, would act if the United States did not	[Iran specific] Others, particularly Israel, would act if the United States did 
0	0	0	All countries should have the right to pursue a nuclear defence	If the US does not act on Iran, Israel will	If the US does act on Iran, Israel will
0	0	0	All countries should have the right to pursue a nuclear defence	Nuclear waste disposal is rarely safe/efficient; it is too much to expect a sqeaky clean disposal/disarmament of nuclear weapons  	Nuclear waste disposal is not rarely safe/efficient; it is too much to expect a sqeaky clean disposal/disarmament of nuclear weapons  
1	0	0	All countries should have the right to pursue a nuclear defence	Disarmament is impossible, rendering efforts to disarm pointless and simply wasteful	Disarmament is not impossible, rendering efforts to disarm pointless and simply wasteful
1	0	0	All countries should have the right to pursue a nuclear defence	The abolition of nuclear weapons would actually incentivize the development and use of even more dangerous weapons, such as chemical and biological weapons	The abolition of nuclear weapons would not actually incentivize the development and use of even more dangerous weapons, such as chemical and biological weapons
0	0	0	All countries should have the right to pursue a nuclear defence	Proliferation of nuclear weapons increases the chances of nuclear accidents	Proliferation of nuclear weapons decrease the chances of nuclear accidents
0	0	0	All countries should have the right to pursue a nuclear defence	States will give terrorists nuclear weapons	States will not give terrorists nuclear weapons
0	0	0	All countries should have the right to pursue a nuclear defence	It is immoral to use the threat of nuclear annihilation in order to achieve foreign policy aims	It is not immoral to use the threat of nuclear annihilation in order to achieve foreign policy aims
0	0	0	We should allow death penalty for the worst of the worst criminals	Many innocents have been killed because of the death penalty.	Many innocents don't have been killed because of the death penalty.
0	0	0	We should allow death penalty for the worst of the worst criminals	The death penalty has led to innocent people dying.	The death penalty doesn't have led to innocent people dying.
1	0	0	We should allow death penalty for the worst of the worst criminals	Can be reserved for the worst of the worst	 can not be reserved for the worst of the worst
1	0	0	We should allow death penalty for the worst of the worst criminals	The death penalty should be used for the worst cases.	The death penalty should not be used for the worst cases.
1	0	0	We should allow death penalty for the worst of the worst criminals	The death penalty is saved for the most horrible criminals.	The death penalty is not saved for the most horrible criminals.
1	0	0	We should allow death penalty for the worst of the worst criminals	The death penalty should be used if someone commits first-degree murder.   They would receive the same treatment that they gave.	The death penalty should not be used if someone commits first-degree murder.   They would receive the same treatment that they gave.
1	0	0	We should allow death penalty for the worst of the worst criminals	The death penalty should apply as punishment for first-degree murder; an eye for an eye.	The death penalty should not apply as punishment for first-degree murder; an eye for an eye.
1	0	0	We should allow death penalty for the worst of the worst criminals	Killers must die to satisfy society	Killers must not die to satisfy society
0	0	0	We should allow death penalty for the worst of the worst criminals	 There are more efficient policies than death penalty	 There are not more efficient policies than death penalty
0	0	0	We should allow death penalty for the worst of the worst criminals	Other policies are more efficient than using the death penalty.	Other policies are not more efficient than using the death penalty.
0	0	0	We should allow death penalty for the worst of the worst criminals	The death penalty is not an efficient policy.	The death penalty is an efficient policy.
0	0	0	We should allow death penalty for the worst of the worst criminals	we are increasing the hate inside terrorist organizations and the dead person will be seen as a hero that animates their fight. 	we are not increasing the hate inside terrorist organizations and the dead person will be seen as a hero that animates their fight.
0	0	0	We should allow death penalty for the worst of the worst criminals	It is dangerous to impose the death penalty because the dead person would be seen as a hero to their terrorist organization.	It is not dangerous to impose the death penalty because the dead person would be seen as a hero to their terrorist organization.
0	0	0	We should allow death penalty for the worst of the worst criminals	The death penalty for terrorists causes their organizations to hate more and to idolize their dead.	The death penalty for terrorists casue no their organizations to hate more and to idolize their dead.
1	0	0	We should allow death penalty for the worst of the worst criminals	Execution helps alleviate the overcrowding of prisons.	Execution spoil alleviate the overcrowding of prisons.
1	0	0	We should allow death penalty for the worst of the worst criminals	We could make more room in the prison with execution punishment.	We could not make more room in the prison with execution punishment.
1	0	0	We should allow death penalty for the worst of the worst criminals	The solution to the overcrowding in prisons is execution.	The solution not to the overcrowding in prisons is execution.
0	0	0	We should allow death penalty for the worst of the worst criminals	The death penalty can produce irreversible miscarriages of justice.	The death penalty can not produce irreversible miscarriages of justice.
0	0	0	We should allow death penalty for the worst of the worst criminals	The death penalty is too absolute and too irreversible.	The death penalty is not too absolute and too irreversible.
0	0	0	We should allow death penalty for the worst of the worst criminals	The death penalty is not justice.	The death penalty is justice.
0	0	0	We should allow death penalty for the worst of the worst criminals	The death penalty is a financial burden on the state.	The death penalty is not a financial burden on the state.
0	0	0	We should allow death penalty for the worst of the worst criminals	It's a financial loss to the state enforcing the death penalty.	It's a financial loss not to the state enforcing the death penalty.
1	0	0	We should allow death penalty for the worst of the worst criminals	The penalty of death is a crime deterrent.	The penalty of death is not a crime deterrent.
1	0	0	We should allow death penalty for the worst of the worst criminals	Crime can be prevented by threatening the death penalty.	Crime can not be prevented by threatening the death penalty.
1	0	0	We should allow death penalty for the worst of the worst criminals	The death penalty acts as a deterrent to crime	The death penalty acts as a deterrent not to crime
1	0	0	We should allow death penalty for the worst of the worst criminals	With the death penalty in place, crime is deterred	With the death penalty in place, crime is not deterred
0	0	0	We should allow death penalty for the worst of the worst criminals	State-sanctioned killing is wrong.	State-sanctioned killing is not wrong.
0	0	0	We should allow death penalty for the worst of the worst criminals	It's wrong to have the state enforce killing.	It's wrong not to have the state enforce killing.
0	0	0	We should allow death penalty for the worst of the worst criminals	The sanctioning of the State to kill is just immoral.	The sanctioning of the State not to kill is just immoral.
1	0	0	Sunbeds should be banned	Unmanned salons are legal, yet deadly	Unmanned salons are not legal, yet deadly
1	0	0	Sunbeds should be banned	Unmanned salons are deadly	Unmanned salons are not deadly
1	0	0	Sunbeds should be banned	Unmanned salons are very deadly	Unmanned salons are not very deadly
1	0	0	Sunbeds should be banned	Unmanned salons, while legal, are also deadly	Unmanned salons, while legal, are not also deadly
1	0	0	Sunbeds should be banned	Unmanned salons may be legal, but they also may be deadly	Unmanned salons may not be legal, but they also may be deadly
1	0	0	The prevalence of ‘African mercenaries’ is decreasing	The end of the mercenary age is related to decreased conflict.	The end of the mercenary age is not related to decreased conflict.
0	0	0	The prevalence of ‘African mercenaries’ is decreasing	Mercenaries are still hired by NGOs 	Mercenaries are not still hired by NGOs
0	0	0	The prevalence of ‘African mercenaries’ is decreasing	There is still a place for mercenaries working for NGOs.	There is not still a place for mercenaries working for NGOs.
0	0	0	The prevalence of ‘African mercenaries’ is decreasing	Mercenaries still have a presence in coups	Mercenaries still don't have a presence in coups
0	0	0	The prevalence of ‘African mercenaries’ is decreasing	Mercenaries are still often involved in political coups.	Mercenaries are not still often involved in political coups.
0	0	0	The prevalence of ‘African mercenaries’ is decreasing	Mercenaries can still be found in coups.	Mercenaries can not still be found in coups.
1	0	0	The prevalence of ‘African mercenaries’ is decreasing	Legislation against mercenaries 	Legislation for mercenaries
1	0	0	The prevalence of ‘African mercenaries’ is decreasing	Laws are being passed against mercenaries.	Laws are not being passed against mercenaries.
1	0	0	The right to anonymous posting on the internet should be protected by law	Internet anonymity allows people to speak the truth without fearing harm to their careers	Internet anonymity disallow people to speak the truth without fearing harm to their careers
1	0	0	The right to anonymous posting on the internet should be protected by law	Internet anonymity encourages honesty.	Internet anonymity discourage honesty.
1	0	0	The right to anonymous posting on the internet should be protected by law	Internet anonymity enables citizens to exercise their right to free speech	Internet anonymity enables citizens not to exercise their right to free speech
1	0	0	The right to anonymous posting on the internet should be protected by law	Anonymity online allows for free speech.	Anonymity online disallow for free speech.
0	0	0	The right to anonymous posting on the internet should be protected by law	Internet anonymity leads to spam	Internet anonymity leads not to spam
0	0	0	The right to anonymous posting on the internet should be protected by law	Internet anonymity increases cyberbullying and trolling	Internet anonymity decrease cyberbullying and trolling
0	0	0	The right to anonymous posting on the internet should be protected by law	Individuals are more likely to bully and troll when they are anonymous.	Individuals are not more likely to bully and troll when they are anonymous.
0	0	0	The right to anonymous posting on the internet should be protected by law	Cyberbullying and trolling are more common when people's internet activity is anonymous.	Cyberbullying and trolling are not more common when people's internet activity is anonymous.
1	0	0	The right to anonymous posting on the internet should be protected by law	Internet anonymity allows people to experiment and construct with new social identities	Internet anonymity disallow people to experiment and construct with new social identities
1	0	0	The right to anonymous posting on the internet should be protected by law	People are able to create new social identities when the internet is anonymous.	People are not able to create new social identities when the internet is anonymous.
1	0	0	The right to anonymous posting on the internet should be protected by law	The anonymity of the internet allows people to create new social identities for themselves.	The anonymity of the internet disallow people to create new social identities for themselves.
0	0	0	The right to anonymous posting on the internet should be protected by law	Internet anonymity allows internet users to engage in illegal activities 	Internet anonymity disallow internet users to engage in illegal activities
0	0	0	The right to anonymous posting on the internet should be protected by law	When internet users are anonymous, they are more easily able to engage in illegal activities.	When internet users are not anonymous, they are more easily able to engage in illegal activities.
0	0	0	The right to anonymous posting on the internet should be protected by law	There is less deterrance to illegal activities on the internet when people are able to remain anonymous.	There is not less deterrance to illegal activities on the internet when people are able to remain anonymous.
1	0	0	There should be no permanent members of the UN Security Council	It would make the UNSC more effective and efficient	It would not make the UNSC more effective and efficient
1	0	0	There should be no permanent members of the UN Security Council	Argument 2: UNSC sanctions become powerless without PM	Argument 2: UNSC sanctions become powerless with PM
1	0	0	There should be no permanent members of the UN Security Council	UN sanctions would lose power, as they could be revoked by the new Security Council.	UN sanctions would not lose power, as they could be revoked by the new Security Council.
1	0	0	There should be no permanent members of the UN Security Council	It will lead to fair regional representation, as well as make it more legitimate and flexible	It will not lead to fair regional representation, as well as make it more legitimate and flexible
1	0	0	There should be no permanent members of the UN Security Council	With rotation in its membership, the UN Security Council would be a more fair and flexible in its representation.	With rotation in its membership, the UN Security Council would not be a more fair and flexible in its representation.
1	0	0	There should be no permanent members of the UN Security Council	By removing permanent membership, the Security Council would be viewed as more legitimate, as it can better represent all regions of the world.	By removing permanent membership, the Security Council would not be viewed as more legitimate, as it can better represent all regions of the world.
1	0	0	Britain should scrap the monarchy	The Monarchy is backward and prejudiced	The Monarchy is not backward and prejudiced
1	0	0	Britain should scrap the monarchy	The Monarchy system is biased and inefficient.	The Monarchy system is not biased and inefficient.
1	0	0	Britain should scrap the monarchy	Regressive and biased is how the Monarchy system is.	Regressive and biased is not how the Monarchy system is.
1	0	0	Britain should scrap the monarchy	It is costing the tax payers money which could be better spent	It is not costing the tax payers money which could be better spent
1	0	0	Britain should scrap the monarchy	Tax payers money could be spent more appropriately.	Tax payers money could not be spent more appropriately.
1	0	0	Britain should scrap the monarchy	The tax payers are the ones losing out on money that could be spent properly.	The tax payers are not the ones losing out on money that could be spent properly.
1	0	0	Britain should scrap the monarchy	tax payers money is valuable	tax payers money is not valuable
1	0	0	Britain should scrap the monarchy	tax payers money should be useful only to the public	tax payers money should not be useful only to the public
1	0	0	Britain should scrap the monarchy	Monarchy is a child's creation	Monarchy is not a child's creation
1	0	0	Britain should scrap the monarchy	Monarchy is just childish.	Monarchy is not just childish.
1	0	0	Britain should scrap the monarchy	Monarchy is an infantile idea.	Monarchy is not an infantile idea.
1	0	0	Britain should scrap the monarchy	it is high time to scrap monarchy	it is not high time to scrap monarchy
1	0	0	Britain should scrap the monarchy	monarchy in britain led to lots of chaos in the past	monarchy in britain led not to lots of chaos in the past
1	0	0	Britain should scrap the monarchy	Most other countries in Europe have abandoned the monarch	Most other countries in Europe don't have abandoned the monarch
0	0	0	Britain should scrap the monarchy	The head of state should be a position that is separate and distinct from politics	The head of state should not be a position that is separate and distinct from politics
0	0	0	Britain should scrap the monarchy	Politics should not include the head of the state as in a monarchy.	Politics should include the head of the state as in a monarchy.
0	0	0	Britain should scrap the monarchy	There should be a separation from the head of state and politics.	There should not be a separation from the head of state and politics.
1	0	0	Britain should scrap the monarchy	There is no divine right to leadership or privilege	There is not no divine right to leadership or privilege
1	0	0	Britain should scrap the monarchy	Leadership and privilege are not divine rights.	Leadership and privilege are divine rights.
1	0	0	Housewives should be paid for their work	Paying housewives for their work is an important form of economic empowerment.	Paying housewives for their work is not an important form of economic empowerment.
1	0	0	Housewives should be paid for their work	Being paid as a housewife is economically empowering	Being paid as a housewife is not economically empowering
1	0	0	Housewives should be paid for their work	Paid housewives have a better economic power	Paid housewives don't have a better economic power
0	0	0	Housewives should be paid for their work	Payments would be more difficult to quantify in private transactions	Payments would not be more difficult to quantify in private transactions
0	0	0	Housewives should be paid for their work	It would be too inconvenient to make payments to housewives	It would not be too inconvenient to make payments to housewives
0	0	0	Housewives should be paid for their work	Paying housewives is financially impractical.	Paying housewives is not financially impractical.
0	0	0	Housewives should be paid for their work	Paying housewives would be inconvenient	Paying housewives would not be inconvenient
0	0	0	Housewives should be paid for their work	Paying housewives would be difficult to achieve in the real world	Paying housewives would not be difficult to achieve in the real world
1	0	0	Housewives should be paid for their work	Housewives are entitled to pay	Housewives are not entitled to pay
1	0	0	Housewives should be paid for their work	Women who are housewives should be paid	Women who are not housewives should be paid
0	0	0	Housewives should be paid for their work	Paying housewives reduces social mobility	Paying housewives increase social mobility
0	0	0	Housewives should be paid for their work	Housewives would lack incentives to find better paying, more fulfilling work	Housewives would not lack incentives to find better paying, more fulfilling work
0	0	0	Housewives should be paid for their work	Paying housewives would give them less incentives to find better conditions	Paying housewives would not give them less incentives to find better conditions
1	0	0	Housewives should be paid for their work	Paying housewives promotes more positive images of women and family life	Paying housewives promotes less positive images of women and family life
1	0	0	Housewives should be paid for their work	When a housewife is paid, they have a better stand in society	When a housewife is not paid, they have a better stand in society
1	0	0	Housewives should be paid for their work	Being paid as a housewife promotes more positive images	Being paid as a housewife promotes less positive images
0	0	0	Individuals should be able to legally bypass copyright protection technologies for fair use reasons.	Fair use can be misused	Fair use can not be misused
0	0	0	Individuals should be able to legally bypass copyright protection technologies for fair use reasons.	Fair use is prone to abuse.	Fair use is not prone to abuse.
0	0	0	Individuals should be able to legally bypass copyright protection technologies for fair use reasons.	Fair use isn't failsafe and can be used in direct contention against the original intent of the law.	Fair use is failsafe and can be used in direct contention against the original intent of the law.
1	0	0	Individuals should be able to legally bypass copyright protection technologies for fair use reasons.	Creates an easy to understand outline in support of Data Freedom.	Creates an easy not to understand outline in support of Data Freedom.
1	0	0	Individuals should be able to legally bypass copyright protection technologies for fair use reasons.	Provides the foundation which supports a rational set of ideas which foster an ideal in favor of Data Freedom.	Provides the foundation which oppose a rational set of ideas which foster an ideal in favor of Data Freedom.
0	0	0	Remove Bush tax cuts for the wealthy	Expiring Tax Cuts Would Cause a Double Dip Recession	Expiring Tax Cuts would not Cause a Double Dip Recession
0	0	0	Remove Bush tax cuts for the wealthy	double dip recessions are caused by expiring tax cuts	double dip recessions are not caused by expiring tax cuts
0	0	0	Remove Bush tax cuts for the wealthy	to avoid a double dip recession do not let tax cuts expire	to avoid a double dip recession do let tax cuts expire
1	0	0	Remove Bush tax cuts for the wealthy	Removing Tax Cuts Would Reduce the Deficit	Removing Tax Cuts would not Reduce the Deficit
1	0	0	Remove Bush tax cuts for the wealthy	you can reduce the deficit by removing tax cuts	you can not reduce the deficit by removing tax cuts
0	0	0	Neil Armstrong did actually walk on the Moon	the USA had every incentive to lie	the USA had every incentive not to lie
0	0	0	Neil Armstrong did actually walk on the Moon	There are problems with the pictures	There are not problems with the pictures
0	0	0	Neil Armstrong did actually walk on the Moon	there are issues with the pictures	there are not issues with the pictures
0	0	0	Neil Armstrong did actually walk on the Moon	The pictures have issues	The pictures don't have issues
0	0	0	Cannabis should be legalised	Cannabis is a gateway drug	Cannabis is not a gateway drug
0	0	0	Cannabis should be legalised	using cannabis leads to other drugs	using cannabis leads not to other drugs
0	0	0	Cannabis should be legalised	being involved with people who use cannabis exposes you to other drug use	being involved with people who use cannabis exposes you not to other drug use
0	0	0	Cannabis should be legalised	Uncertainty over the effects of cannabis means it is best to be prudent	Uncertainty over the effects of cannabis means it is not best to be prudent
0	0	0	Cannabis should be legalised	before there is enough known about cannabis use it is wise to be careful	before there is not enough known about cannabis use it is wise to be careful
1	0	0	Cannabis should be legalised	People should be allowed to do whatever they want to their own bodies	People should not be allowed to do whatever they want to their own bodies
0	0	0	Cannabis should be legalised	Cannabis is harmful	Cannabis is not harmful
1	0	0	Cannabis should be legalised	Cannabis opens the mind in a positive and beneficial manner	Cannabis opens the mind in a negative and beneficial manner
1	0	0	Cannabis should be legalised	using cannabis has more benefits than not using	using cannabis has more benefits than using
1	0	0	Cannabis should be legalised	there are no negative side effects to the use of cannabis	there are not no negative side effects to the use of cannabis
1	0	0	Cannabis should be legalised	If cannabis was legalized, it could be regulated	If cannabis was not legalized, it could be regulated
1	0	0	Cannabis should be legalised	If legalized it can be monitored and taxed.	If legalized it can not be monitored and taxed.
1	0	0	Cannabis should be legalised	Legal weed is subject to laws and is safer.	Legal weed is not subject to laws and is safer.
1	0	0	Cannabis should be legalised	Alcohol and tobacco are more harmful drugs, yet remain legal.	Alcohol and tobacco are not more harmful drugs, yet remain legal.
1	0	0	Cannabis should be legalised	Other addictive substances are legal.	Other addictive substances are not legal.
1	0	0	Cannabis should be legalised	Banning weed will lead to other bans.	Banning weed will not lead to other bans.
0	0	0	Israel should recognise the Palestinian right of return	The Palestinian refugee crisis was created and is perpetuated by the Arab states and the Palestinians themselves	The Palestinian refugee crisis was not created and is perpetuated by the Arab states and the Palestinians themselves
1	0	0	Israel should recognise the Palestinian right of return	Palestinians have a right to return under international law	Palestinians don't have a right to return under international law
1	0	0	Israel should recognise the Palestinian right of return	The right to return is granted to Palestinians under international law.	The right not to return is granted to Palestinians under international law.
1	0	0	Israel should recognise the Palestinian right of return	International law enables Palestinians to have the right to return.	International law enables Palestinians not to have the right to return.
0	0	0	Israel should recognise the Palestinian right of return	There really is no international law allowing for the right of return .	There really is not no international law allowing for the right of return .
0	0	0	Israel should recognise the Palestinian right of return	The international law of right of return is not a true law.	The international law of right of return is a true law.
0	0	0	Israel should recognise the Palestinian right of return	A Palestinian right of return would destroy the 'Jewish State' in Israel	A Palestinian right of return would not destroy the 'Jewish State' in Israel
0	0	0	Israel should recognise the Palestinian right of return	"The ""Jewish State"" in Israel would be destroyed if Palestinians were granted the right of return."	"The ""Jewish State"" in Israel would not be destroyed if Palestinians were granted the right of return."
0	0	0	Israel should recognise the Palestinian right of return	"In Israel, the ""Jewish State"" would be destroyed if there is a Palestinian right of return."	"In Israel, the ""Jewish State"" would not be destroyed if there is a Palestinian right of return."
1	0	0	Britain should give up its EU rebate	The rebate should go in exchange for CAP reform	The rebate should not go in exchange for CAP reform
1	0	0	Britain should give up its EU rebate	CAP revision should be a priority trade-off for Britain's EU rebate	CAP revision should not be a priority trade-off for Britain's EU rebate
0	0	0	Britain should give up its EU rebate	The Rebate makes membership acceptable to the British people	The Rebate makes membership acceptable not to the British people
0	0	0	Britain should give up its EU rebate	The Rebate is essential to preserve domestic support in Great Britain.	The Rebate is not essential to preserve domestic support in Great Britain.
1	0	0	The integration of Africa through the African Union can succeed	The AU can bring peace to the continent	The AU can not bring peace to the continent
1	0	0	The integration of Africa through the African Union can succeed	African Union is promoting peace in the African continent. 	African Union is not promoting peace in the African continent.
1	0	0	The integration of Africa through the African Union can succeed	Through the AU, there can be peace brought to the continent	Through the AU, there can not be peace brought to the continent
1	0	0	The integration of Africa through the African Union can succeed	One way to bring together the continent of Africa is though the AU	One way not to bring together the continent of Africa is though the AU
0	0	0	The integration of Africa through the African Union can succeed	African international organisations do not have a history of effectiveness	African international organisations do have a history of effectiveness
1	0	0	The integration of Africa through the African Union can succeed	Integration will fix the problem of borders	Integration will not fix the problem of borders
1	0	0	The integration of Africa through the African Union can succeed	Integration will mitigate the tension on border issues. 	Integration will not mitigate the tension on border issues.
1	0	0	The integration of Africa through the African Union can succeed	Having integration would solve to border problem	Having integration would not solve to border problem
1	0	0	The integration of Africa through the African Union can succeed	There would be no more border issues if there was integration	There would not be no more border issues if there was integration
0	0	0	The integration of Africa through the African Union can succeed	The role of leaders will prevent success	The role of leaders will not prevent success
1	0	0	Taxes on smoothies and fruit juices should be reduced	Removing VAT would increase sales of healthy drinks	Removing VAT would not increase sales of healthy drinks
